Start Time:  09-May-17 11:55:53           Time Completed:  09-May-17 12:11:12       Elapsed Time:  00:15:42
Sample ID:     170509, Co-Al A0, 18,5 mg, RT run

Experiment:    C:\IDEASVSM\InduCat\Experiments\hys_c_15000(1_5)_03s_master05\hys_c_15000(1_5)_03s_master05.exp
Data File:     C:\IDEASVSM\InduCat\170509, Co-Al A0, 18,5 mg, RT run (ProfileData)\170509, Co-Al A0, 18,5 mg, RT run#16.txt
Plot File:     C:\IDEASVSM\InduCat\170509, Co-Al A0, 18,5 mg, RT run (ProfileData)\170509, Co-Al A0, 18,5 mg, RT run#16.oc2
VSM Exp File:  C:\IDEASVSM\InduCat\Experiments\hys_c_15000(1_5)_03s_master05\hys_c_15000(1_5)_03s_master05.stp
VSM Data File: C:\IDEASVSM\InduCat\170509, Co-Al A0, 18,5 mg, RT run (ProfileData)\170509, Co-Al A0, 18,5 mg, RT run#16.dat

***DATA***

Field(G)	 Moment(emu)	 Temperature(C)	
-3632.2 	-0.553354 	-270.01 	
-3650.52 	-0.554145 	-270.01 	
-3662.97 	-0.554719 	-270.01 	
-3676.04 	-0.555349 	-270.01 	
-3694.64 	-0.556255 	-270.01 	
-3708.48 	-0.556826 	-270.01 	
-3721.77 	-0.557457 	-270.01 	
-3740.29 	-0.558157 	-270.01 	
-3751.4 	-0.558618 	-270.01 	
-3769.31 	-0.559242 	-270 	
-3779.2 	-0.559923 	-270 	
-3801.67 	-0.560764 	-270.01 	
-3810.7 	-0.561228 	-270.01 	
-3829.99 	-0.561867 	-270.01 	
-3843.46 	-0.562561 	-270.01 	
-3856.8 	-0.56309 	-270.01 	
-3874.2 	-0.563608 	-270.01 	
-3884.99 	-0.564179 	-270.01 	
-3903.32 	-0.564851 	-270.01 	
-3920.53 	-0.565392 	-270.01 	
-3933.02 	-0.565931 	-270.01 	
-3940.96 	-0.566255 	-270.01 	
-3953.43 	-0.566813 	-270.01 	
-3975.56 	-0.567616 	-270 	
-3992.64 	-0.568212 	-270.01 	
-4006.58 	-0.568898 	-270.01 	
-4025.34 	-0.569358 	-270.01 	
-4037.92 	-0.569927 	-270.01 	
-4052.58 	-0.570396 	-270.01 	
-4066.7 	-0.570938 	-270.01 	
-4083.8 	-0.571456 	-270.01 	
-4097.14 	-0.571921 	-270 	
-4114.06 	-0.572478 	-270 	
-4127.25 	-0.572936 	-270.01 	
-4140.71 	-0.573508 	-270.01 	
-4157.87 	-0.573977 	-270.01 	
-4171.7 	-0.574428 	-270.01 	
-4188.83 	-0.575075 	-270.01 	
-4203.59 	-0.575552 	-270.01 	
-4217.01 	-0.57591 	-270.01 	
-4231.99 	-0.576333 	-270.01 	
-4246.58 	-0.576907 	-270.01 	
-4264.31 	-0.577345 	-270.01 	
-4277.37 	-0.577863 	-270.01 	
-4292.6 	-0.578199 	-270.01 	
-4306.94 	-0.578699 	-270.01 	
-4321.8 	-0.579267 	-270.01 	
-4339.47 	-0.579621 	-270 	
-4352.44 	-0.580127 	-270.01 	
-4367.42 	-0.580607 	-270.01 	
-4383.12 	-0.581042 	-270.01 	
-4398.5 	-0.581426 	-270 	
-4411.46 	-0.581816 	-270.01 	
-4428.67 	-0.582349 	-270 	
-4442.22 	-0.582764 	-270 	
-4458.84 	-0.583133 	-270.01 	
-4472.05 	-0.583566 	-270.01 	
-4486.75 	-0.584042 	-270.01 	
-4501.98 	-0.58443 	-270.01 	
-4516.86 	-0.584754 	-270.01 	
-4532.68 	-0.58525 	-270.01 	
-4547.39 	-0.585668 	-270.01 	
-4562.24 	-0.586108 	-270.01 	
-4578.14 	-0.586466 	-270.01 	
-4591.74 	-0.58679 	-270.01 	
-4609.36 	-0.587277 	-270.01 	
-4622.77 	-0.587705 	-270.01 	
-4637.57 	-0.588028 	-270.01 	
-4651.02 	-0.588386 	-270.01 	
-4667.04 	-0.588794 	-270.01 	
-4683.69 	-0.589178 	-270.01 	
-4698.25 	-0.58949 	-270.01 	
-4711.81 	-0.589866 	-270.01 	
-4727.33 	-0.590285 	-270.01 	
-4743.74 	-0.590667 	-270.01 	
-4750.7 	-0.590831 	-270.01 	
-4765.78 	-0.591301 	-270.01 	
-4783.63 	-0.591756 	-270.01 	
-4801.75 	-0.592078 	-270.01 	
-4818.26 	-0.592421 	-270.01 	
-4830.97 	-0.592865 	-270.01 	
-4846.92 	-0.593172 	-270.01 	
-4862.76 	-0.59359 	-270.01 	
-4877.11 	-0.593912 	-270.01 	
-4892.06 	-0.59435 	-270.01 	
-4906.7 	-0.594611 	-270.01 	
-4922.47 	-0.594804 	-270.01 	
-4937.89 	-0.595336 	-270.01 	
-4952.29 	-0.595635 	-270.01 	
-4965.88 	-0.595903 	-270.01 	
-4983.29 	-0.596328 	-270.01 	
-4996.13 	-0.596695 	-270.01 	
-5011.9 	-0.597052 	-270 	
-5027.7 	-0.597285 	-270.01 	
-5043.33 	-0.597611 	-270.01 	
-5058.24 	-0.597937 	-270.01 	
-5071.18 	-0.598296 	-270.01 	
-5087.04 	-0.598718 	-270.01 	
-5102.45 	-0.59896 	-270.01 	
-5118.2 	-0.599199 	-270.01 	
-5131.91 	-0.599554 	-270.01 	
-5146.31 	-0.599779 	-270.01 	
-5161.9 	-0.600085 	-270.01 	
-5176.25 	-0.600559 	-270.01 	
-5193.03 	-0.600865 	-270 	
-5206.73 	-0.601043 	-270 	
-5222.14 	-0.601364 	-270 	
-5238.18 	-0.601769 	-270.01 	
-5252.46 	-0.602047 	-270.01 	
-5268.33 	-0.602334 	-270.01 	
-5281.94 	-0.602626 	-270.01 	
-5296.06 	-0.602922 	-270.01 	
-5312.34 	-0.603108 	-270 	
-5327.64 	-0.603468 	-270.01 	
-5341.64 	-0.603781 	-270 	
-5357.47 	-0.603965 	-270 	
-5370.93 	-0.604308 	-270 	
-5388.24 	-0.604637 	-270.01 	
-5399.97 	-0.604953 	-270.01 	
-5417.65 	-0.605219 	-270.01 	
-5433.29 	-0.605559 	-270.01 	
-5448.81 	-0.605771 	-270 	
-5461.4 	-0.606032 	-270.01 	
-5477.6 	-0.606286 	-270.01 	
-5492.94 	-0.606588 	-270.01 	
-5507.32 	-0.606859 	-270.01 	
-5522.89 	-0.60715 	-270.01 	
-5535.22 	-0.607453 	-270.01 	
-5551.97 	-0.607687 	-270.01 	
-5566.67 	-0.607894 	-270.01 	
-5583.3 	-0.608193 	-270.01 	
-5594.04 	-0.608417 	-270.01 	
-5604.1 	-0.608584 	-270.01 	
-5619.87 	-0.608801 	-270.01 	
-5642.6 	-0.609302 	-270 	
-5657.45 	-0.609477 	-270 	
-5672.56 	-0.609736 	-270.01 	
-5687.11 	-0.609953 	-270.01 	
-5700.32 	-0.610202 	-270.01 	
-5716.68 	-0.610423 	-270.01 	
-5732.06 	-0.610738 	-270.01 	
-5748.31 	-0.611031 	-270.01 	
-5762.37 	-0.611223 	-270.01 	
-5775.88 	-0.611456 	-270.01 	
-5792.69 	-0.611712 	-270.01 	
-5806.51 	-0.612011 	-270.01 	
-5822.4 	-0.612309 	-270.01 	
-5836.64 	-0.612483 	-270.01 	
-5852.87 	-0.612684 	-270.01 	
-5865.83 	-0.612959 	-270.01 	
-5882.13 	-0.61322 	-270.01 	
-5897.6 	-0.613429 	-270.01 	
-5912.28 	-0.613681 	-270.01 	
-5928.02 	-0.614033 	-270.01 	
-5941.33 	-0.614064 	-270.01 	
-5955.26 	-0.614445 	-270.01 	
-5970.46 	-0.614598 	-270.01 	
-5986.87 	-0.614881 	-270.01 	
-6002.57 	-0.615159 	-270.01 	
-6017.4 	-0.615371 	-270 	
-6031.94 	-0.61557 	-270.01 	
-6047.93 	-0.615783 	-270.01 	
-6060.97 	-0.615988 	-270.01 	
-6078.41 	-0.616249 	-270.01 	
-6091.64 	-0.616433 	-270.01 	
-6107.79 	-0.61679 	-270.01 	
-6123.62 	-0.617041 	-270.01 	
-6136.75 	-0.617282 	-270.01 	
-6150.03 	-0.617414 	-270.01 	
-6166.74 	-0.61761 	-270.01 	
-6182.25 	-0.617954 	-270.01 	
-6198.89 	-0.618152 	-270 	
-6210.71 	-0.618361 	-270 	
-6226.78 	-0.618533 	-270.01 	
-6240.46 	-0.618731 	-270.01 	
-6255.24 	-0.619059 	-270.01 	
-6272.01 	-0.619216 	-270.01 	
-6286.13 	-0.619416 	-270.01 	
-6301.75 	-0.619704 	-270.01 	
-6317.29 	-0.619956 	-270 	
-6331.89 	-0.620082 	-270 	
-6346.68 	-0.620251 	-270.01 	
-6362.1 	-0.620482 	-270.01 	
-6376.8 	-0.620842 	-270.01 	
-6391.39 	-0.621029 	-270.01 	
-6402.82 	-0.621184 	-270.01 	
-6415 	-0.621331 	-270.01 	
-6429.15 	-0.621588 	-270.01 	
-6453.18 	-0.621839 	-270.01 	
-6466.6 	-0.622067 	-270 	
-6480.39 	-0.622216 	-270.01 	
-6495.01 	-0.622496 	-270 	
-6510.8 	-0.622654 	-270 	
-6528.1 	-0.622849 	-270.01 	
-6541.61 	-0.623018 	-270.01 	
-6555.3 	-0.623369 	-270.01 	
-6572.02 	-0.623466 	-270.01 	
-6586.94 	-0.623718 	-270.01 	
-6603.71 	-0.62383 	-270.01 	
-6615.62 	-0.624068 	-270.01 	
-6630.36 	-0.624282 	-270.01 	
-6646.64 	-0.624472 	-270.01 	
-6662.43 	-0.624754 	-270.01 	
-6677.02 	-0.624822 	-270 	
-6692.67 	-0.625056 	-270.01 	
-6705.94 	-0.625307 	-270.01 	
-6720.02 	-0.625439 	-270.01 	
-6737.19 	-0.625687 	-270 	
-6751.69 	-0.625949 	-270 	
-6767.06 	-0.626004 	-270 	
-6780.29 	-0.626214 	-270.01 	
-6796.45 	-0.62644 	-270.01 	
-6810.56 	-0.626528 	-270.01 	
-6826.78 	-0.626826 	-270.01 	
-6840.28 	-0.627006 	-270.01 	
-6857.54 	-0.627254 	-270.01 	
-6871.25 	-0.627433 	-270.01 	
-6886.37 	-0.627662 	-270.01 	
-6902.1 	-0.627739 	-270.01 	
-6916.09 	-0.627971 	-270.01 	
-6933.26 	-0.628296 	-270.01 	
-6945.77 	-0.628375 	-270.01 	
-6960.62 	-0.628467 	-270.01 	
-6975.75 	-0.628741 	-270.01 	
-6989.58 	-0.629002 	-270.01 	
-7007.7 	-0.629196 	-270.01 	
-7020.71 	-0.629248 	-270.01 	
-7036.79 	-0.629471 	-270.01 	
-7050.99 	-0.629725 	-270.01 	
-7065.72 	-0.629818 	-270.01 	
-7079.59 	-0.630047 	-270 	
-7096.97 	-0.630134 	-270.01 	
-7112.26 	-0.630335 	-270.01 	
-7126.4 	-0.630584 	-270.01 	
-7142.32 	-0.630838 	-270.01 	
-7154.42 	-0.63088 	-270.01 	
-7170.77 	-0.631091 	-270.01 	
-7185.83 	-0.631298 	-270.01 	
-7201.29 	-0.63144 	-270.01 	
-7212.25 	-0.631708 	-270.01 	
-7224.37 	-0.631817 	-270.01 	
-7236.64 	-0.631945 	-270.01 	
-7263.54 	-0.63219 	-270.01 	
-7275.88 	-0.632407 	-270.01 	
-7291.23 	-0.632532 	-270.01 	
-7305.18 	-0.632633 	-270.01 	
-7321.5 	-0.63299 	-270.01 	
-7336.06 	-0.63311 	-270.01 	
-7349.59 	-0.633155 	-270.01 	
-7366.7 	-0.633422 	-270.01 	
-7381.28 	-0.633522 	-270.01 	
-7392.75 	-0.633769 	-270.01 	
-7412.55 	-0.634021 	-270.01 	
-7425.98 	-0.634063 	-270.01 	
-7441.24 	-0.634247 	-270.01 	
-7456.52 	-0.634522 	-270.01 	
-7470.53 	-0.634726 	-270.01 	
-7484.59 	-0.634803 	-270.01 	
-7499.38 	-0.634904 	-270.01 	
-7517.12 	-0.635092 	-270 	
-7530.97 	-0.635227 	-270 	
-7545.68 	-0.635491 	-270.01 	
-7558.75 	-0.635536 	-270.01 	
-7574.94 	-0.635688 	-270.01 	
-7591.42 	-0.635913 	-270.01 	
-7604.84 	-0.636115 	-270 	
-7620.52 	-0.636215 	-270.01 	
-7634.25 	-0.636394 	-270.01 	
-7650.84 	-0.636484 	-270.01 	
-7665.36 	-0.636745 	-270.01 	
-7680.28 	-0.636821 	-270.01 	
-7696.66 	-0.63696 	-270.01 	
-7710.76 	-0.637095 	-270.01 	
-7725.8 	-0.637267 	-270.01 	
-7740.37 	-0.637538 	-270.01 	
-7755.59 	-0.637687 	-270.01 	
-7770.67 	-0.637796 	-270.01 	
-7784.62 	-0.638065 	-270 	
-7802.14 	-0.638244 	-270.01 	
-7815.77 	-0.638386 	-270.01 	
-7830.73 	-0.638474 	-270.01 	
-7846.39 	-0.63865 	-270.01 	
-7861.11 	-0.638873 	-270.01 	
-7875.9 	-0.638967 	-270.01 	
-7891.07 	-0.639201 	-270.01 	
-7905.71 	-0.639267 	-270.01 	
-7922.21 	-0.639371 	-270.01 	
-7936.32 	-0.639605 	-270.01 	
-7951.46 	-0.639784 	-270.01 	
-7966.51 	-0.639858 	-270.01 	
-7981.96 	-0.639991 	-270.01 	
-7995.35 	-0.640155 	-270.01 	
-8008.86 	-0.640397 	-270.01 	
-8026.68 	-0.640571 	-270.01 	
-8039.48 	-0.640694 	-270 	
-8053.73 	-0.640767 	-270.01 	
-8062.25 	-0.64082 	-270.01 	
-8078.26 	-0.641027 	-270.01 	
-8100.4 	-0.641291 	-270.01 	
-8115.78 	-0.641346 	-270.01 	
-8131.33 	-0.64161 	-270.01 	
-8144.09 	-0.64178 	-270.01 	
-8159.59 	-0.641763 	-270.01 	
-8176.1 	-0.64204 	-270.01 	
-8189.24 	-0.642217 	-270.01 	
-8204.81 	-0.642291 	-270.01 	
-8220.48 	-0.642545 	-270.01 	
-8235.98 	-0.642597 	-270.01 	
-8250.53 	-0.642796 	-270.01 	
-8264.68 	-0.642885 	-270.01 	
-8280.41 	-0.642934 	-270.01 	
-8295.62 	-0.643087 	-270.01 	
-8310.48 	-0.643308 	-270.01 	
-8324.09 	-0.643488 	-270.01 	
-8338.76 	-0.643571 	-270.01 	
-8356.7 	-0.643717 	-270.01 	
-8370.72 	-0.643931 	-270 	
-8385.65 	-0.644075 	-270.01 	
-8400.66 	-0.644172 	-270.01 	
-8415.19 	-0.644395 	-270.01 	
-8431.09 	-0.644502 	-270.01 	
-8446.16 	-0.644645 	-270.01 	
-8459.8 	-0.644729 	-270.01 	
-8474.64 	-0.644932 	-270.01 	
-8491.53 	-0.645084 	-270.01 	
-8503.72 	-0.645236 	-270.01 	
-8518.84 	-0.645255 	-270.01 	
-8534.21 	-0.645547 	-270.01 	
-8549.13 	-0.64558 	-270.01 	
-8565.5 	-0.645752 	-270.01 	
-8581.1 	-0.645833 	-270 	
-8594.75 	-0.646133 	-270 	
-8610.09 	-0.646284 	-270.01 	
-8623.03 	-0.646243 	-270.01 	
-8639.78 	-0.646474 	-270.01 	
-8655.51 	-0.646645 	-270.01 	
-8670.57 	-0.64677 	-270.01 	
-8684.1 	-0.646831 	-270.01 	
-8700.36 	-0.647016 	-270.01 	
-8716.03 	-0.647171 	-270.01 	
-8729.96 	-0.647344 	-270.01 	
-8745.49 	-0.647427 	-270.01 	
-8759.1 	-0.647464 	-270.01 	
-8775.53 	-0.64769 	-270.01 	
-8790.91 	-0.647774 	-270.01 	
-8805.4 	-0.647919 	-270.01 	
-8819.27 	-0.648019 	-270.01 	
-8834.36 	-0.648255 	-270.01 	
-8850.56 	-0.648393 	-270.01 	
-8857.07 	-0.648417 	-270.01 	
-8872.48 	-0.648539 	-270.01 	
-8887.37 	-0.648709 	-270.01 	
-8910.43 	-0.648934 	-270.01 	
-8924.43 	-0.649071 	-270 	
-8940.88 	-0.649227 	-270 	
-8954.12 	-0.649212 	-270 	
-8970.75 	-0.649409 	-270.01 	
-8984.12 	-0.649558 	-270.01 	
-9000.78 	-0.649724 	-270.01 	
-9014.46 	-0.649794 	-270.01 	
-9029.75 	-0.649842 	-270.01 	
-9044.56 	-0.650125 	-270.01 	
-9059.43 	-0.650103 	-270.01 	
-9075.68 	-0.650241 	-270.01 	
-9090.23 	-0.650448 	-270.01 	
-9103.99 	-0.650537 	-270.01 	
-9121.01 	-0.650629 	-270.01 	
-9134.56 	-0.65072 	-270.01 	
-9149.13 	-0.650878 	-270.01 	
-9165.25 	-0.651069 	-270.01 	
-9179.27 	-0.651189 	-270.01 	
-9195.14 	-0.651287 	-270 	
-9209.38 	-0.651492 	-270 	
-9224.49 	-0.651578 	-270 	
-9239.39 	-0.651683 	-270 	
-9254.8 	-0.651855 	-270.01 	
-9269.63 	-0.651976 	-270.01 	
-9284.09 	-0.651988 	-270.01 	
-9300.35 	-0.652247 	-270.01 	
-9315.84 	-0.652381 	-270.01 	
-9329.39 	-0.652326 	-270 	
-9345.28 	-0.65247 	-270.01 	
-9358.91 	-0.652737 	-270.01 	
-9374.17 	-0.652714 	-270.01 	
-9390.43 	-0.652944 	-270 	
-9404.31 	-0.653071 	-270 	
-9420.09 	-0.653249 	-270 	
-9433.33 	-0.653435 	-270.01 	
-9449.67 	-0.653457 	-270.01 	
-9464.85 	-0.653643 	-270.01 	
-9478.25 	-0.653783 	-270.01 	
-9495.25 	-0.653814 	-270.01 	
-9508.39 	-0.653926 	-270.01 	
-9524.5 	-0.654237 	-270 	
-9539.58 	-0.654264 	-270 	
-9554.43 	-0.654253 	-270.01 	
-9570.1 	-0.654375 	-270.01 	
-9584 	-0.654618 	-270.01 	
-9598.89 	-0.654715 	-270.01 	
-9614.89 	-0.654779 	-270.01 	
-9628.98 	-0.654963 	-270.01 	
-9645.11 	-0.655191 	-270.01 	
-9658.36 	-0.655181 	-270.01 	
-9675.75 	-0.65526 	-270.01 	
-9688.78 	-0.655348 	-270.01 	
-9703.34 	-0.655575 	-270.01 	
-9711.74 	-0.655612 	-270.01 	
-9727.11 	-0.655697 	-270.01 	
-9746.11 	-0.655722 	-270.01 	
-9763.59 	-0.655891 	-270.01 	
-9778.61 	-0.656124 	-270.01 	
-9794.61 	-0.656228 	-270.01 	
-9808.4 	-0.656235 	-270.01 	
-9824.94 	-0.656299 	-270 	
-9838.72 	-0.656524 	-270.01 	
-9854.28 	-0.65672 	-270.01 	
-9869.38 	-0.656756 	-270.01 	
-9883.28 	-0.656839 	-270.01 	
-9899.18 	-0.65709 	-270.01 	
-9914.77 	-0.657172 	-270.01 	
-9929.47 	-0.65728 	-270.01 	
-9943.73 	-0.65732 	-270.01 	
-9958.9 	-0.657533 	-270.01 	
-9974.54 	-0.657593 	-270.01 	
-9988.52 	-0.657699 	-270.01 	
-10005 	-0.657898 	-270.01 	
-10018.2 	-0.657917 	-270.01 	
-10034.1 	-0.657993 	-270.01 	
-10049.1 	-0.65825 	-270.01 	
-10063.4 	-0.658245 	-270.01 	
-10079.4 	-0.658276 	-270.01 	
-10093.2 	-0.658487 	-270.01 	
-10109.3 	-0.658646 	-270.01 	
-10124 	-0.658804 	-270.01 	
-10138.5 	-0.658832 	-270.01 	
-10154.8 	-0.658955 	-270.01 	
-10168.2 	-0.659017 	-270.01 	
-10183 	-0.659136 	-270.01 	
-10199.6 	-0.659224 	-270.01 	
-10214.2 	-0.659316 	-270.01 	
-10228.5 	-0.659459 	-270.01 	
-10243.1 	-0.659511 	-270.01 	
-10259 	-0.659679 	-270.01 	
-10273.6 	-0.659758 	-270 	
-10288.4 	-0.659992 	-270.01 	
-10304.8 	-0.660062 	-270.01 	
-10318.8 	-0.660197 	-270.01 	
-10333.6 	-0.660213 	-270.01 	
-10348.2 	-0.660324 	-270.01 	
-10363.4 	-0.66059 	-270.01 	
-10380 	-0.660641 	-270.01 	
-10393 	-0.660699 	-270.01 	
-10409 	-0.660854 	-270.01 	
-10424.2 	-0.660922 	-270.01 	
-10438.2 	-0.660992 	-270.01 	
-10453.1 	-0.661026 	-270.01 	
-10469.1 	-0.661172 	-270.01 	
-10483.5 	-0.661396 	-270.01 	
-10498.3 	-0.661353 	-270.01 	
-10509.2 	-0.661553 	-270.01 	
-10521.8 	-0.66172 	-270 	
-10535.5 	-0.661754 	-270 	
-10560.1 	-0.661883 	-270.01 	
-10572.1 	-0.661819 	-270.01 	
-10588.5 	-0.662204 	-270.01 	
-10604.2 	-0.662325 	-270.01 	
-10618.5 	-0.662258 	-270.01 	
-10633.8 	-0.662459 	-270.01 	
-10648.1 	-0.662625 	-270 	
-10663.4 	-0.662561 	-270 	
-10677.9 	-0.662665 	-270.01 	
-10693.8 	-0.662837 	-270 	
-10709.7 	-0.662903 	-270 	
-10722.8 	-0.66295 	-270 	
-10737.9 	-0.663047 	-270 	
-10753.7 	-0.663302 	-270.01 	
-10768.3 	-0.663435 	-270 	
-10783.5 	-0.663453 	-270.01 	
-10798.4 	-0.6635 	-270.01 	
-10813.3 	-0.66364 	-270 	
-10828.3 	-0.663881 	-270 	
-10843.3 	-0.663856 	-270.01 	
-10858.4 	-0.663908 	-270.01 	
-10872.9 	-0.664149 	-270.01 	
-10888.9 	-0.664318 	-270.01 	
-10903.1 	-0.664279 	-270.01 	
-10918 	-0.66453 	-270.01 	
-10933.1 	-0.664482 	-270.01 	
-10949 	-0.664576 	-270.01 	
-10963.4 	-0.66465 	-270.01 	
-10978.3 	-0.664755 	-270.01 	
-10992.5 	-0.664949 	-270 	
-11008.2 	-0.664953 	-270.01 	
-11022.8 	-0.664982 	-270.01 	
-11039.1 	-0.665213 	-270.01 	
-11052.5 	-0.66535 	-270.01 	
-11067.4 	-0.665409 	-270 	
-11082.6 	-0.665504 	-270.01 	
-11098 	-0.665796 	-270.01 	
-11114.2 	-0.665797 	-270.01 	
-11127.3 	-0.665834 	-270.01 	
-11142.4 	-0.665886 	-270.01 	
-11158.9 	-0.665966 	-270.01 	
-11172.8 	-0.666139 	-270.01 	
-11188 	-0.666144 	-270.01 	
-11202.8 	-0.666236 	-270.01 	
-11217.8 	-0.666553 	-270.01 	
-11233.2 	-0.666572 	-270.01 	
-11248.3 	-0.666591 	-270 	
-11262.9 	-0.66663 	-270.01 	
-11277.7 	-0.666884 	-270.01 	
-11293.3 	-0.667002 	-270.01 	
-11306.9 	-0.666932 	-270.01 	
-11323.1 	-0.66699 	-270 	
-11337.7 	-0.667289 	-270 	
-11353.3 	-0.667377 	-270.01 	
-11360.5 	-0.667408 	-270.01 	
-11374.6 	-0.667405 	-270.01 	
-11395.7 	-0.667598 	-270.01 	
-11412.5 	-0.667622 	-270.01 	
-11426.7 	-0.667825 	-270.01 	
-11442.1 	-0.667862 	-270 	
-11457.6 	-0.667949 	-270.01 	
-11473.5 	-0.668058 	-270.01 	
-11487.3 	-0.668192 	-270.01 	
-11501.7 	-0.668303 	-270.01 	
-11517.8 	-0.668322 	-270.01 	
-11532.2 	-0.668486 	-270.01 	
-11547.1 	-0.668557 	-270.01 	
-11562 	-0.668596 	-270.01 	
-11578.2 	-0.668794 	-270 	
-11592.6 	-0.668882 	-270.01 	
-11607.5 	-0.668785 	-270.01 	
-11623 	-0.668915 	-270.01 	
-11636.9 	-0.669149 	-270.01 	
-11653 	-0.669165 	-270.01 	
-11667 	-0.669229 	-270.01 	
-11681.6 	-0.669267 	-270 	
-11698.4 	-0.669441 	-270.01 	
-11711.7 	-0.669715 	-270.01 	
-11727.8 	-0.669761 	-270.01 	
-11741.5 	-0.669813 	-270 	
-11756.6 	-0.66976 	-270 	
-11772.1 	-0.669887 	-270 	
-11786.9 	-0.670176 	-270 	
-11802.6 	-0.670206 	-270.01 	
-11817.2 	-0.670184 	-270.01 	
-11831.8 	-0.670402 	-270.01 	
-11847.5 	-0.6705 	-270.01 	
-11862.1 	-0.670476 	-270.01 	
-11877.1 	-0.670599 	-270.01 	
-11892.1 	-0.67081 	-270.01 	
-11906.6 	-0.670795 	-270.01 	
-11921.4 	-0.670704 	-270.01 	
-11937.1 	-0.671049 	-270.01 	
-11952.7 	-0.671121 	-270.01 	
-11967.2 	-0.671097 	-270.01 	
-11981.7 	-0.67122 	-270 	
-11996.5 	-0.671388 	-270 	
-12011.8 	-0.671469 	-270 	
-12026.7 	-0.671472 	-270.01 	
-12041.2 	-0.671595 	-270.01 	
-12057.3 	-0.671795 	-270.01 	
-12071.4 	-0.671765 	-270.01 	
-12086.3 	-0.671776 	-270.01 	
-12102 	-0.671943 	-270.01 	
-12116.8 	-0.672071 	-270.01 	
-12131.4 	-0.672172 	-270.01 	
-12146.3 	-0.672112 	-270.01 	
-12161.4 	-0.672327 	-270.01 	
-12169.3 	-0.672359 	-270.01 	
-12183.7 	-0.672497 	-270.01 	
-12203.1 	-0.672503 	-270.01 	
-12221.3 	-0.672655 	-270 	
-12235.8 	-0.67277 	-270 	
-12251.9 	-0.67284 	-270.01 	
-12266.5 	-0.672866 	-270.01 	
-12281.6 	-0.673108 	-270 	
-12295.7 	-0.673176 	-270 	
-12311.6 	-0.673225 	-270.01 	
-12327.2 	-0.673285 	-270.01 	
-12340.9 	-0.67334 	-270.01 	
-12356.4 	-0.673542 	-270.01 	
-12370.5 	-0.673551 	-270.01 	
-12385.7 	-0.67365 	-270.01 	
-12401.7 	-0.673835 	-270.01 	
-12416.7 	-0.673734 	-270.01 	
-12430.2 	-0.673929 	-270.01 	
-12445.2 	-0.674021 	-270.01 	
-12461.7 	-0.674063 	-270.01 	
-12476.4 	-0.674201 	-270.01 	
-12490.3 	-0.674276 	-270.01 	
-12505.4 	-0.674275 	-270.01 	
-12520.8 	-0.67449 	-270.01 	
-12536.5 	-0.674479 	-270.01 	
-12550.8 	-0.674607 	-270.01 	
-12565.4 	-0.674808 	-270.01 	
-12582.3 	-0.674745 	-270.01 	
-12595.2 	-0.674923 	-270.01 	
-12610.4 	-0.674946 	-270.01 	
-12625.5 	-0.675098 	-270.01 	
-12641.8 	-0.675152 	-270.01 	
-12655.2 	-0.675094 	-270.01 	
-12669.7 	-0.675323 	-270.01 	
-12686.2 	-0.675413 	-270.01 	
-12700.3 	-0.675415 	-270.01 	
-12715 	-0.675591 	-270.01 	
-12730.4 	-0.675555 	-270.01 	
-12745.9 	-0.675748 	-270.01 	
-12759.8 	-0.675943 	-270.01 	
-12775 	-0.676001 	-270.01 	
-12790.7 	-0.675923 	-270 	
-12805.9 	-0.676028 	-270 	
-12819.9 	-0.676197 	-270.01 	
-12835.1 	-0.67629 	-270.01 	
-12849.6 	-0.676229 	-270.01 	
-12866.2 	-0.676414 	-270.01 	
-12879.8 	-0.676448 	-270.01 	
-12894.7 	-0.676527 	-270.01 	
-12910.6 	-0.676637 	-270 	
-12924.8 	-0.676701 	-270.01 	
-12940 	-0.676888 	-270 	
-12954.4 	-0.676927 	-270.01 	
-12969.4 	-0.676879 	-270.01 	
-12985.2 	-0.677075 	-270.01 	
-12999.6 	-0.677161 	-270.01 	
-13010.7 	-0.677148 	-270 	
-13022.7 	-0.677255 	-270.01 	
-13041.2 	-0.677408 	-270.01 	
-13058.8 	-0.677483 	-270.01 	
-13074.7 	-0.677686 	-270.01 	
-13089.3 	-0.677686 	-270.01 	
-13104.6 	-0.677645 	-270.01 	
-13120 	-0.67777 	-270 	
-13134 	-0.677957 	-270.01 	
-13148.8 	-0.678018 	-270.01 	
-13165.3 	-0.678098 	-270 	
-13179.4 	-0.678123 	-270 	
-13194.6 	-0.678294 	-270.01 	
-13209.4 	-0.678274 	-270.01 	
-13223.9 	-0.678333 	-270.01 	
-13239.3 	-0.678452 	-270 	
-13253.7 	-0.678522 	-270 	
-13269.4 	-0.678757 	-270 	
-13283.7 	-0.678672 	-270.01 	
-13299.6 	-0.678782 	-270 	
-13313.3 	-0.678832 	-270.01 	
-13328.6 	-0.678939 	-270.01 	
-13344.7 	-0.679042 	-270 	
-13358.8 	-0.678986 	-270.01 	
-13374.2 	-0.679056 	-270 	
-13388.3 	-0.679223 	-270.01 	
-13403.3 	-0.679279 	-270.01 	
-13419.3 	-0.679435 	-270.01 	
